Місто,Дата,Час,Вік,К-ть
Загвіздя,2021-02-01,2021-02-01 11:00:00,30-39,1149
Підпечери,2021-02-05,2021-02-05 16:00:00,30-39,1145
Угринів,2021-02-01,2021-02-01 12:00:00,20-29,1144
Загвіздя,2021-02-17,2021-02-17 14:00:00,30-39,1143
Загвіздя,2021-02-03,2021-02-03 14:00:00,30-39,1140
Загвіздя,2021-02-16,2021-02-16 13:00:00,30-39,1139
Угринів,2021-02-08,2021-02-08 15:00:00,20-29,1139
Угринів,2021-02-13,2021-02-13 11:00:00,30-39,1139
Загвіздя,2021-02-08,2021-02-08 09:00:00,30-39,1137
Загвіздя,2021-02-17,2021-02-17 13:00:00,30-39,1137
Загвіздя,2021-02-11,2021-02-11 15:00:00,30-39,1137
Підпечери,2021-02-05,2021-02-05 12:00:00,30-39,1136
Угринів,2021-02-08,2021-02-08 16:00:00,20-29,1134
Загвіздя,2021-02-05,2021-02-05 10:00:00,30-39,1133
Загвіздя,2021-02-19,2021-02-19 11:00:00,30-39,1132
Угринів,2021-02-08,2021-02-08 13:00:00,20-29,1131
Угринів,2021-02-09,2021-02-09 13:00:00,20-29,1130
Підпечери,2021-02-05,2021-02-05 14:00:00,30-39,1129
Угринів,2021-02-20,2021-02-20 10:00:00,30-39,1129
Крихівці,2021-02-01,2021-02-01 18:00:00,30-39,1127
Загвіздя,2021-02-09,2021-02-09 09:00:00,30-39,1127
Загвіздя,2021-02-11,2021-02-11 16:00:00,30-39,1127
Загвіздя,2021-02-19,2021-02-19 15:00:00,30-39,1127
Богородчани,2021-02-04,2021-02-04 13:00:00,30-39,1126
Загвіздя,2021-02-02,2021-02-02 09:00:00,30-39,1126
Крихівці,2021-02-04,2021-02-04 18:00:00,30-39,1125
Загвіздя,2021-02-01,2021-02-01 15:00:00,30-39,1125
Загвіздя,2021-02-02,2021-02-02 17:00:00,30-39,1123
Загвіздя,2021-02-04,2021-02-04 17:00:00,30-39,1121
Загвіздя,2021-02-18,2021-02-18 10:00:00,30-39,1121
Загвіздя,2021-02-18,2021-02-18 11:00:00,30-39,1120
Загвіздя,2021-02-04,2021-02-04 16:00:00,30-39,1120
Богородчани,2021-02-05,2021-02-05 14:00:00,30-39,1117
Загвіздя,2021-02-01,2021-02-01 10:00:00,30-39,1116
Угринів,2021-02-20,2021-02-20 16:00:00,30-39,1116
Загвіздя,2021-02-08,2021-02-08 14:00:00,30-39,1115
Загвіздя,2021-02-16,2021-02-16 14:00:00,30-39,1114
Загвіздя,2021-02-03,2021-02-03 16:00:00,30-39,1113
Загвіздя,2021-02-18,2021-02-18 12:00:00,30-39,1111
Загвіздя,2021-02-11,2021-02-11 13:00:00,30-39,1111
Крихівці,2021-02-06,2021-02-06 13:00:00,30-39,1110
Загвіздя,2021-02-11,2021-02-11 14:00:00,30-39,1110
Богородчани,2021-02-02,2021-02-02 13:00:00,30-39,1109
Загвіздя,2021-02-17,2021-02-17 11:00:00,30-39,1107
Богородчани,2021-02-05,2021-02-05 15:00:00,30-39,1105
Угринів,2021-02-03,2021-02-03 11:00:00,20-29,1105
Загвіздя,2021-02-05,2021-02-05 17:00:00,30-39,1105
Загвіздя,2021-02-19,2021-02-19 12:00:00,30-39,1104
Загвіздя,2021-02-01,2021-02-01 09:00:00,30-39,1104
Загвіздя,2021-02-12,2021-02-12 15:00:00,30-39,1104
Крихівці,2021-02-05,2021-02-05 08:00:00,30-39,1104
Угринів,2021-02-11,2021-02-11 12:00:00,20-29,1102
Крихівці,2021-02-19,2021-02-19 18:00:00,30-39,1101
Загвіздя,2021-02-18,2021-02-18 17:00:00,30-39,1099
Загвіздя,2021-02-03,2021-02-03 17:00:00,30-39,1099
Загвіздя,2021-02-11,2021-02-11 09:00:00,30-39,1097
Богородчани,2021-02-03,2021-02-03 12:00:00,30-39,1095
Підпечери,2021-02-02,2021-02-02 12:00:00,30-39,1094
Загвіздя,2021-02-17,2021-02-17 10:00:00,30-39,1092
Богородчани,2021-02-04,2021-02-04 14:00:00,30-39,1091
Загвіздя,2021-02-01,2021-02-01 16:00:00,30-39,1089
Богородчани,2021-02-03,2021-02-03 13:00:00,30-39,1089
Загвіздя,2021-02-04,2021-02-04 09:00:00,30-39,1088
Угринів,2021-02-05,2021-02-05 19:00:00,30-39,1088
Угринів,2021-02-08,2021-02-08 14:00:00,20-29,1087
Угринів,2021-02-04,2021-02-04 11:00:00,20-29,1085
Загвіздя,2021-02-03,2021-02-03 15:00:00,30-39,1084
Крихівці,2021-02-01,2021-02-01 14:00:00,20-29,1083
Угринів,2021-02-04,2021-02-04 19:00:00,30-39,1081
Загвіздя,2021-02-16,2021-02-16 09:00:00,30-39,1080
Загвіздя,2021-02-19,2021-02-19 16:00:00,30-39,1079
Загвіздя,2021-02-19,2021-02-19 14:00:00,30-39,1076
Загвіздя,2021-02-18,2021-02-18 13:00:00,30-39,1075
Угринів,2021-02-11,2021-02-11 16:00:00,20-29,1074
Крихівці,2021-02-06,2021-02-06 12:00:00,30-39,1070
Угринів,2021-02-12,2021-02-12 12:00:00,20-29,1069
Підпечери,2021-02-01,2021-02-01 11:00:00,30-39,1068
Загвіздя,2021-02-15,2021-02-15 13:00:00,30-39,1064
Богородчани,2021-02-05,2021-02-05 10:00:00,30-39,1064
Загвіздя,2021-02-16,2021-02-16 16:00:00,30-39,1061
Угринів,2021-02-21,2021-02-21 13:00:00,30-39,1060
Підпечери,2021-02-04,2021-02-04 12:00:00,30-39,1060
Загвіздя,2021-02-05,2021-02-05 09:00:00,30-39,1059
Богородчани,2021-02-09,2021-02-09 14:00:00,30-39,1059
Загвіздя,2021-02-03,2021-02-03 09:00:00,30-39,1058
Богородчани,2021-02-02,2021-02-02 14:00:00,30-39,1057
Угринів,2021-02-13,2021-02-13 16:00:00,30-39,1056
Загвіздя,2021-02-17,2021-02-17 17:00:00,30-39,1055
Крихівці,2021-02-17,2021-02-17 18:00:00,30-39,1055
Загвіздя,2021-02-15,2021-02-15 12:00:00,30-39,1055
Крихівці,2021-02-06,2021-02-06 11:00:00,30-39,1054
Угринів,2021-02-12,2021-02-12 16:00:00,20-29,1051
Богородчани,2021-02-04,2021-02-04 11:00:00,30-39,1051
Підпечери,2021-02-03,2021-02-03 13:00:00,30-39,1050
Загвіздя,2021-02-12,2021-02-12 14:00:00,30-39,1050
Угринів,2021-02-16,2021-02-16 17:00:00,20-29,1050
Черніїв,2021-02-09,2021-02-09 12:00:00,30-39,1048
Крихівці,2021-02-03,2021-02-03 14:00:00,20-29,1048
Богородчани,2021-02-09,2021-02-09 15:00:00,30-39,1047
Угринів,2021-02-08,2021-02-08 17:00:00,20-29,1047
Угринів,2021-02-11,2021-02-11 14:00:00,20-29,1046
Угринів,2021-02-19,2021-02-19 17:00:00,20-29,1046
Богородчани,2021-02-01,2021-02-01 12:00:00,30-39,1045
Підпечери,2021-02-01,2021-02-01 14:00:00,30-39,1045
Угринів,2021-02-12,2021-02-12 13:00:00,20-29,1045
Загвіздя,2021-02-10,2021-02-10 09:00:00,30-39,1044
Угринів,2021-02-21,2021-02-21 14:00:00,30-39,1043
Богородчани,2021-02-02,2021-02-02 12:00:00,30-39,1042
Богородчани,2021-02-01,2021-02-01 13:00:00,30-39,1041
Підпечери,2021-02-01,2021-02-01 16:00:00,30-39,1040
Підпечери,2021-02-05,2021-02-05 11:00:00,30-39,1040
Підпечери,2021-02-04,2021-02-04 10:00:00,30-39,1039
Загвіздя,2021-02-17,2021-02-17 15:00:00,30-39,1039
Загвіздя,2021-02-11,2021-02-11 17:00:00,30-39,1039
Крихівці,2021-02-13,2021-02-13 13:00:00,30-39,1039
Підпечери,2021-02-03,2021-02-03 14:00:00,30-39,1039
Богородчани,2021-02-19,2021-02-19 13:00:00,30-39,1038
Угринів,2021-02-17,2021-02-17 17:00:00,20-29,1038
Загвіздя,2021-02-17,2021-02-17 16:00:00,30-39,1038
Підпечери,2021-02-03,2021-02-03 15:00:00,30-39,1037
Крихівці,2021-02-20,2021-02-20 12:00:00,30-39,1035
Богородчани,2021-02-04,2021-02-04 12:00:00,30-39,1033
Богородчани,2021-02-02,2021-02-02 15:00:00,30-39,1032
Богородчани,2021-02-09,2021-02-09 12:00:00,30-39,1030
Богородчани,2021-02-02,2021-02-02 11:00:00,30-39,1030
Крихівці,2021-02-17,2021-02-17 08:00:00,30-39,1029
Підпечери,2021-02-02,2021-02-02 15:00:00,30-39,1029
Крихівці,2021-02-05,2021-02-05 16:00:00,20-29,1028
Угринів,2021-02-18,2021-02-18 17:00:00,20-29,1027
Богородчани,2021-02-03,2021-02-03 11:00:00,30-39,1026
Підпечери,2021-02-03,2021-02-03 11:00:00,30-39,1025
Підпечери,2021-02-16,2021-02-16 12:00:00,30-39,1025
Угринів,2021-02-01,2021-02-01 11:00:00,20-29,1025
Загвіздя,2021-02-12,2021-02-12 12:00:00,30-39,1025
Угринів,2021-02-11,2021-02-11 17:00:00,20-29,1025
Підпечери,2021-02-09,2021-02-09 12:00:00,30-39,1024
Угринів,2021-02-20,2021-02-20 17:00:00,30-39,1024
Угринів,2021-02-18,2021-02-18 12:00:00,20-29,1023
Крихівці,2021-02-01,2021-02-01 13:00:00,20-29,1023
Угринів,2021-02-18,2021-02-18 19:00:00,30-39,1022
Угринів,2021-02-21,2021-02-21 15:00:00,30-39,1022
Богородчани,2021-02-19,2021-02-19 14:00:00,30-39,1021
Підпечери,2021-02-11,2021-02-11 12:00:00,30-39,1019
Братківці,2021-02-02,2021-02-02 12:00:00,30-39,1018
Крихівці,2021-02-12,2021-02-12 18:00:00,30-39,1018
Угринів,2021-02-11,2021-02-11 13:00:00,20-29,1017
Угринів,2021-02-03,2021-02-03 10:00:00,20-29,1017
Підпечери,2021-02-01,2021-02-01 10:00:00,30-39,1016
Угринів,2021-02-17,2021-02-17 16:00:00,20-29,1015
Загвіздя,2021-02-01,2021-02-01 17:00:00,30-39,1012
Богородчани,2021-02-09,2021-02-09 11:00:00,30-39,1012
Підпечери,2021-02-05,2021-02-05 15:00:00,30-39,1010
Загвіздя,2021-02-12,2021-02-12 13:00:00,30-39,1010
Богородчани,2021-02-02,2021-02-02 16:00:00,30-39,1009
Богородчани,2021-02-04,2021-02-04 16:00:00,30-39,1007
Лисець,2021-02-04,2021-02-04 15:00:00,30-39,1007
Підпечери,2021-02-05,2021-02-05 10:00:00,30-39,1007
Богородчани,2021-02-04,2021-02-04 17:00:00,30-39,1006
Загвіздя,2021-02-03,2021-02-03 08:00:00,30-39,1006
Угринів,2021-02-05,2021-02-05 11:00:00,20-29,1005
Братківці,2021-02-05,2021-02-05 15:00:00,30-39,1005
Крихівці,2021-02-03,2021-02-03 13:00:00,20-29,1005
Крихівці,2021-02-18,2021-02-18 18:00:00,30-39,1004
Богородчани,2021-02-19,2021-02-19 15:00:00,30-39,1004
Загвіздя,2021-02-10,2021-02-10 13:00:00,30-39,1004
Братківці,2021-02-03,2021-02-03 12:00:00,30-39,1003
Угринів,2021-02-03,2021-02-03 18:00:00,20-29,1003
Підпечери,2021-02-05,2021-02-05 13:00:00,30-39,1003
Угринів,2021-02-19,2021-02-19 12:00:00,20-29,1001
Угринів,2021-02-16,2021-02-16 13:00:00,20-29,999
Підпечери,2021-02-02,2021-02-02 17:00:00,30-39,999
Підпечери,2021-02-02,2021-02-02 16:00:00,30-39,998
Угринів,2021-02-08,2021-02-08 11:00:00,20-29,998
Загвіздя,2021-02-15,2021-02-15 16:00:00,30-39,998
Угринів,2021-02-10,2021-02-10 12:00:00,20-29,997
Підпечери,2021-02-02,2021-02-02 09:00:00,30-39,997
Підпечери,2021-02-04,2021-02-04 14:00:00,30-39,997
Загвіздя,2021-02-18,2021-02-18 09:00:00,30-39,997
Підпечери,2021-02-01,2021-02-01 13:00:00,30-39,996
Підпечери,2021-02-04,2021-02-04 15:00:00,30-39,993
Крихівці,2021-02-16,2021-02-16 08:00:00,30-39,992
Угринів,2021-02-02,2021-02-02 10:00:00,20-29,992
Крихівці,2021-02-19,2021-02-19 08:00:00,30-39,991
Лисець,2021-02-04,2021-02-04 12:00:00,30-39,991
Угринів,2021-02-16,2021-02-16 14:00:00,20-29,991
Угринів,2021-02-18,2021-02-18 15:00:00,20-29,990
Підпечери,2021-02-04,2021-02-04 13:00:00,30-39,990
Лисець,2021-02-04,2021-02-04 14:00:00,30-39,990
Угринів,2021-02-13,2021-02-13 10:00:00,30-39,989
Крихівці,2021-02-03,2021-02-03 15:00:00,20-29,988
Загвіздя,2021-02-17,2021-02-17 09:00:00,30-39,988
Крихівці,2021-02-13,2021-02-13 12:00:00,30-39,987
Крихівці,2021-02-05,2021-02-05 15:00:00,20-29,987
Крихівці,2021-02-09,2021-02-09 13:00:00,20-29,987
Лисець,2021-02-02,2021-02-02 12:00:00,30-39,987
Черніїв,2021-02-03,2021-02-03 12:00:00,30-39,986
Лисець,2021-02-04,2021-02-04 13:00:00,30-39,986
Угринів,2021-02-17,2021-02-17 14:00:00,20-29,986
Братківці,2021-02-05,2021-02-05 11:00:00,30-39,985
Крихівці,2021-02-15,2021-02-15 09:00:00,30-39,985
Богородчани,2021-02-08,2021-02-08 14:00:00,30-39,984
Підпечери,2021-02-02,2021-02-02 14:00:00,30-39,984
Загвіздя,2021-02-16,2021-02-16 17:00:00,30-39,983
Угринів,2021-02-09,2021-02-09 11:00:00,20-29,983
Підпечери,2021-02-09,2021-02-09 14:00:00,30-39,983
Підпечери,2021-02-03,2021-02-03 17:00:00,30-39,982
Угринів,2021-02-19,2021-02-19 15:00:00,20-29,982
Підпечери,2021-02-02,2021-02-02 10:00:00,30-39,980
Угринів,2021-02-09,2021-02-09 18:00:00,20-29,980
Крихівці,2021-02-18,2021-02-18 08:00:00,30-39,978
Загвіздя,2021-02-10,2021-02-10 12:00:00,30-39,978
Богородчани,2021-02-04,2021-02-04 15:00:00,30-39,977
Загвіздя,2021-02-09,2021-02-09 08:00:00,30-39,977
Загвіздя,2021-02-10,2021-02-10 17:00:00,30-39,976
Підпечери,2021-02-18,2021-02-18 12:00:00,30-39,976
Крихівці,2021-02-05,2021-02-05 13:00:00,20-29,976
Загвіздя,2021-02-15,2021-02-15 14:00:00,30-39,975
Загвіздя,2021-02-18,2021-02-18 14:00:00,30-39,975
Загвіздя,2021-02-08,2021-02-08 17:00:00,30-39,975
Угринів,2021-02-18,2021-02-18 14:00:00,20-29,974
Богородчани,2021-02-08,2021-02-08 13:00:00,30-39,974
Угринів,2021-02-21,2021-02-21 16:00:00,30-39,973
Крихівці,2021-02-01,2021-02-01 15:00:00,20-29,973
Угринів,2021-02-19,2021-02-19 13:00:00,20-29,972
Богородчани,2021-02-12,2021-02-12 13:00:00,30-39,971
Богородчани,2021-02-17,2021-02-17 14:00:00,30-39,971
Богородчани,2021-02-02,2021-02-02 10:00:00,30-39,970
Крихівці,2021-02-20,2021-02-20 11:00:00,30-39,970
Богородчани,2021-02-03,2021-02-03 14:00:00,30-39,970
Богородчани,2021-02-17,2021-02-17 13:00:00,30-39,970
Богородчани,2021-02-02,2021-02-02 17:00:00,30-39,969
Братківці,2021-02-05,2021-02-05 12:00:00,30-39,969
Богородчани,2021-02-12,2021-02-12 15:00:00,30-39,969
Черніїв,2021-02-03,2021-02-03 13:00:00,30-39,968
Угринів,2021-02-19,2021-02-19 14:00:00,20-29,967
Угринів,2021-02-19,2021-02-19 16:00:00,20-29,967
Крихівці,2021-02-03,2021-02-03 12:00:00,20-29,966
Підпечери,2021-02-11,2021-02-11 17:00:00,30-39,966
Загвіздя,2021-02-15,2021-02-15 15:00:00,30-39,966
Підпечери,2021-02-02,2021-02-02 13:00:00,30-39,966
Угринів,2021-02-09,2021-02-09 10:00:00,20-29,965
Угринів,2021-02-02,2021-02-02 19:00:00,30-39,963
Угринів,2021-02-17,2021-02-17 15:00:00,20-29,962
Угринів,2021-02-18,2021-02-18 16:00:00,20-29,962
Загвіздя,2021-02-19,2021-02-19 10:00:00,30-39,962
Угринів,2021-02-07,2021-02-07 13:00:00,30-39,961
Крихівці,2021-02-06,2021-02-06 14:00:00,30-39,961
Підпечери,2021-02-09,2021-02-09 11:00:00,30-39,961
Братківці,2021-02-05,2021-02-05 10:00:00,30-39,961
Богородчани,2021-02-17,2021-02-17 15:00:00,30-39,961
Підпечери,2021-02-03,2021-02-03 16:00:00,30-39,960
Підпечери,2021-02-09,2021-02-09 13:00:00,30-39,960
Угринів,2021-02-16,2021-02-16 15:00:00,20-29,960
Підпечери,2021-02-08,2021-02-08 13:00:00,30-39,960
Угринів,2021-02-16,2021-02-16 16:00:00,20-29,960
Угринів,2021-02-16,2021-02-16 12:00:00,20-29,959
Лисець,2021-02-02,2021-02-02 11:00:00,30-39,959
Підпечери,2021-02-05,2021-02-05 17:00:00,30-39,958
Загвіздя,2021-02-10,2021-02-10 14:00:00,30-39,958
Угринів,2021-02-07,2021-02-07 14:00:00,30-39,957
Загвіздя,2021-02-19,2021-02-19 17:00:00,30-39,957
Крихівці,2021-02-12,2021-02-12 08:00:00,30-39,957
Лисець,2021-02-04,2021-02-04 11:00:00,30-39,956
Угринів,2021-02-11,2021-02-11 19:00:00,30-39,956
Угринів,2021-02-03,2021-02-03 19:00:00,30-39,956
Підпечери,2021-02-18,2021-02-18 11:00:00,30-39,956
Богородчани,2021-02-03,2021-02-03 15:00:00,30-39,956
Підпечери,2021-02-11,2021-02-11 11:00:00,30-39,955
Загвіздя,2021-02-12,2021-02-12 11:00:00,30-39,955
Крихівці,2021-02-02,2021-02-02 14:00:00,20-29,954
Підпечери,2021-02-01,2021-02-01 09:00:00,30-39,954
Загвіздя,2021-02-10,2021-02-10 11:00:00,30-39,954
Підпечери,2021-02-03,2021-02-03 10:00:00,30-39,954
Угринів,2021-02-09,2021-02-09 19:00:00,30-39,952
Угринів,2021-02-02,2021-02-02 09:00:00,20-29,951
Богородчани,2021-02-04,2021-02-04 10:00:00,30-39,951
Підпечери,2021-02-09,2021-02-09 10:00:00,30-39,950
Угринів,2021-02-10,2021-02-10 14:00:00,20-29,950
Угринів,2021-02-10,2021-02-10 13:00:00,20-29,950
Угринів,2021-02-16,2021-02-16 19:00:00,30-39,949
Угринів,2021-02-11,2021-02-11 15:00:00,20-29,948
Угринів,2021-02-04,2021-02-04 10:00:00,20-29,948
Підпечери,2021-02-04,2021-02-04 16:00:00,30-39,948
Угринів,2021-02-05,2021-02-05 09:00:00,20-29,948
Підпечери,2021-02-08,2021-02-08 14:00:00,30-39,947
Крихівці,2021-02-02,2021-02-02 13:00:00,20-29,947
Богородчани,2021-02-11,2021-02-11 14:00:00,30-39,947
Загвіздя,2021-02-12,2021-02-12 16:00:00,30-39,946
Богородчани,2021-02-01,2021-02-01 14:00:00,30-39,946
Братківці,2021-02-02,2021-02-02 11:00:00,30-39,946
Загвіздя,2021-02-19,2021-02-19 09:00:00,30-39,946
Угринів,2021-02-12,2021-02-12 14:00:00,20-29,944
Богородчани,2021-02-17,2021-02-17 16:00:00,30-39,944
Братківці,2021-02-02,2021-02-02 14:00:00,30-39,943
Підпечери,2021-02-03,2021-02-03 09:00:00,30-39,941
Підпечери,2021-02-10,2021-02-10 12:00:00,30-39,941
Черніїв,2021-02-09,2021-02-09 11:00:00,30-39,941
Угринів,2021-02-05,2021-02-05 18:00:00,20-29,940
Підпечери,2021-02-04,2021-02-04 11:00:00,30-39,939
Підпечери,2021-02-16,2021-02-16 10:00:00,30-39,939
Підпечери,2021-02-08,2021-02-08 11:00:00,30-39,939
Крихівці,2021-02-05,2021-02-05 14:00:00,20-29,939
Загвіздя,2021-02-15,2021-02-15 11:00:00,30-39,939
Братківці,2021-02-02,2021-02-02 13:00:00,30-39,939
Крихівці,2021-02-10,2021-02-10 18:00:00,30-39,938
Богородчани,2021-02-18,2021-02-18 12:00:00,30-39,938
Черніїв,2021-02-09,2021-02-09 13:00:00,30-39,937
Крихівці,2021-02-09,2021-02-09 14:00:00,20-29,937
Богородчани,2021-02-08,2021-02-08 11:00:00,30-39,937
Богородчани,2021-02-11,2021-02-11 13:00:00,30-39,937
Угринів,2021-02-12,2021-02-12 17:00:00,20-29,936
Богородчани,2021-02-19,2021-02-19 11:00:00,30-39,935
Лисець,2021-02-01,2021-02-01 12:00:00,30-39,935
Братківці,2021-02-02,2021-02-02 10:00:00,30-39,934
Угринів,2021-02-16,2021-02-16 18:00:00,20-29,934
Угринів,2021-02-12,2021-02-12 15:00:00,20-29,933
Угринів,2021-02-13,2021-02-13 17:00:00,30-39,933
Лисець,2021-02-01,2021-02-01 11:00:00,30-39,933
Підпечери,2021-02-16,2021-02-16 13:00:00,30-39,933
Загвіздя,2021-02-10,2021-02-10 15:00:00,30-39,932
Богородчани,2021-02-18,2021-02-18 11:00:00,30-39,932
Богородчани,2021-02-10,2021-02-10 12:00:00,30-39,932
Богородчани,2021-02-01,2021-02-01 11:00:00,30-39,932
Угринів,2021-02-01,2021-02-01 10:00:00,20-29,931
Підпечери,2021-02-04,2021-02-04 17:00:00,30-39,931
Загвіздя,2021-02-10,2021-02-10 16:00:00,30-39,930
Богородчани,2021-02-12,2021-02-12 16:00:00,30-39,930
Богородчани,2021-02-08,2021-02-08 12:00:00,30-39,930
Підпечери,2021-02-19,2021-02-19 11:00:00,30-39,929
Загвіздя,2021-02-10,2021-02-10 08:00:00,30-39,929
Угринів,2021-02-10,2021-02-10 15:00:00,20-29,928
Угринів,2021-02-10,2021-02-10 11:00:00,20-29,928
Угринів,2021-02-21,2021-02-21 12:00:00,30-39,928
Крихівці,2021-02-06,2021-02-06 15:00:00,30-39,928
Богородчани,2021-02-11,2021-02-11 12:00:00,30-39,927
Угринів,2021-02-11,2021-02-11 11:00:00,20-29,927
Підпечери,2021-02-08,2021-02-08 12:00:00,30-39,927
Угринів,2021-02-18,2021-02-18 13:00:00,20-29,927
Підпечери,2021-02-11,2021-02-11 10:00:00,30-39,926
Богородчани,2021-02-09,2021-02-09 10:00:00,30-39,926
Підпечери,2021-02-01,2021-02-01 15:00:00,30-39,925
Підпечери,2021-02-19,2021-02-19 14:00:00,30-39,925
